año;razon_social;rut_razon_social;nombre_establecimiento;id_vu;ciiu4;id_ciiu4;ciiu6;id_ciiu6;rubro_vu;id_rubro_vu;region;provincia;comuna;id_comuna;latitud;longitud;cantidad_toneladas;contaminantes;id_contaminantes ;ducto;norma;nombre_ducto;tabla;origen
2020;ABARZUA;6110436-4;PISCICULTURA LAS ARAUCARIAS;5453882;Cultivo y crianza de peces marinos;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Araucanía;Malleco;Curacautín;9203;-38,41190592;-71,71093806;3,379365;Aceites y Grasas;2;468;DS 90;PUNTO 1 ESTERO SIN NOMBRE;Tabla 2;SMA
2020;ABARZUA;6110436-4;PISCICULTURA LAS ARAUCARIAS;5453882;Cultivo y crianza de peces marinos;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Araucanía;Malleco;Curacautín;9203;-38,41190592;-71,71093806;0,060911136;Aluminio;5;468;DS 90;PUNTO 1 ESTERO SIN NOMBRE;Tabla 2;SMA
2020;ABARZUA;6110436-4;PISCICULTURA LAS ARAUCARIAS;5453882;Cultivo y crianza de peces marinos;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Araucanía;Malleco;Curacautín;9203;-38,41190592;-71,71093806;0,000275616;Arsénico;6;468;DS 90;PUNTO 1 ESTERO SIN NOMBRE;Tabla 2;SMA
2020;ABARZUA;6110436-4;PISCICULTURA LAS ARAUCARIAS;5453882;Cultivo y crianza de peces marinos;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Araucanía;Malleco;Curacautín;9203;-38,41190592;-71,71093806;0,00275616;Boro;11;468;DS 90;PUNTO 1 ESTERO SIN NOMBRE;Tabla 2;SMA
2020;ABARZUA;6110436-4;PISCICULTURA LAS ARAUCARIAS;5453882;Cultivo y crianza de peces marinos;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Araucanía;Malleco;Curacautín;9203;-38,41190592;-71,71093806;0,000137808;Cadmio;14;468;DS 90;PUNTO 1 ESTERO SIN NOMBRE;Tabla 2;SMA
2020;ABARZUA;6110436-4;PISCICULTURA LAS ARAUCARIAS;5453882;Cultivo y crianza de peces marinos;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Araucanía;Malleco;Curacautín;9203;-38,41190592;-71,71093806;0,00275616;Cianuro;18;468;DS 90;PUNTO 1 ESTERO SIN NOMBRE;Tabla 2;SMA
2020;ABARZUA;6110436-4;PISCICULTURA LAS ARAUCARIAS;5453882;Cultivo y crianza de peces marinos;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Araucanía;Malleco;Curacautín;9203;-38,41190592;-71,71093806;7,3410282;Cloruros;23;468;DS 90;PUNTO 1 ESTERO SIN NOMBRE;Tabla 2;SMA
2020;ABARZUA;6110436-4;PISCICULTURA LAS ARAUCARIAS;5453882;Cultivo y crianza de peces marinos;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Araucanía;Malleco;Curacautín;9203;-38,41190592;-71,71093806;0,00068904;Cobre;24;468;DS 90;PUNTO 1 ESTERO SIN NOMBRE;Tabla 2;SMA
2020;ABARZUA;6110436-4;PISCICULTURA LAS ARAUCARIAS;5453882;Cultivo y crianza de peces marinos;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Araucanía;Malleco;Curacautín;9203;-38,41190592;-71,71093806;0,00137808;Cromo Total;37;468;DS 90;PUNTO 1 ESTERO SIN NOMBRE;Tabla 2;SMA
2020;ABARZUA;6110436-4;PISCICULTURA LAS ARAUCARIAS;5453882;Cultivo y crianza de peces marinos;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Araucanía;Malleco;Curacautín;9203;-38,41190592;-71,71093806;0,0137808;Fluoruros;52;468;DS 90;PUNTO 1 ESTERO SIN NOMBRE;Tabla 2;SMA
